Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Equip,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17
Likely Suspect,1994645182,"""6917529632131172034""",,Legendary,Fusion Rifle,throneworld,Energy,Void,1600,,,,Vault,TRUE,FALSE,5,16,,60,32,50,28,15,0,0,31,0,46,7,38,500,0,0,0,0,0,0,0,0,4,TRUE,1,0,,,Rapid-Fire Frame*,Extended Barrel*,Accelerated Coils*,Ensemble*,Wellspring*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,*,,,,
Legend of Acrius,3580904580,"""6917529581508507044""",,Exotic,Shotgun,dcv,Power,Arc,1600,,,10,Vault,TRUE,FALSE,1,1,,80,90,85,100,12,0,0,80,55,20,4,0,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,,,Shock Blast*,Full Bore*,Accurized Rounds*,Long March*,Fitted Stock*,Acrius Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,,,
Dead Man's Tale,3654674561,"""6917529445771762556""",,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,TRUE,FALSE,4,13,,89,60,67,80,18,0,0,35,120,50,14,55,0,0,0,0,0,0,0,0,0,17,FALSE,0,57,tex-mechanica,,Cranial Spike*,Hammer-Forged Rifling*,Accurized Rounds*,Outlaw*,Composite Stock*,Remembrance*,Kill Tracker,Crucible Tracker*,Dead Man's Tale Catalyst*,,,,,,,,,
BrayTech Werewolf,528834068,"""6917529516581022641""",,Legendary,Auto Rifle,events,KineticSlot,Kinetic,1600,,Stability,10,Vault,TRUE,FALSE,3,11,Festival of the Lost,74,47,29,69,16,0,0,66,450,57,34,39,0,0,0,0,0,0,0,0,0,15,FALSE,0,14,,,Precision Frame*,Chambered Compensator,Polygonal Rifling*,Appended Mag,Flared Magwell*,Dynamic Sway Reduction*,Eye of the Storm*,Blueshift Dreams*,Major Spec*,Masterwork*,Kill Tracker*,Crucible Tracker,,,,,,
Igneous Hammer,2351180975,"""6917529497502500851""",,Legendary,Hand Cannon,trials,Energy,Solar,1600,,Range,1,Vault,TRUE,FALSE,4,13,,95,69,92,71,14,0,0,40,120,30,9,52,0,0,0,0,0,0,0,0,0,38,FALSE,0,0,,,Aggressive Frame*,Arrowhead Brake,Fluted Barrel*,Extended Mag,Armor-Piercing Rounds*,Outlaw*,Opening Shot*,First Light*,Icarus Grip*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Anarchy,2376481550,"""6917529328299523398""",,Exotic,Grenade Launcher,,Power,Arc,1600,,,,Vault,FALSE,FALSE,2,5,,50,69,0,0,13,70,100,65,150,73,6,79,0,0,0,0,0,0,0,0,0,20,FALSE,0,0,,,Arc Traps*,Quick Launch*,High-Velocity Rounds*,Moving Target*,Composite Stock*,Uniocracy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,
Apostate,2164448701,"""6917529620033382544""",,Legendary,Sniper Rifle,moon,Energy,Arc,1600,,Range,4,Vault,TRUE,FALSE,4,13,,49,73,55,50,40,0,0,46,140,71,7,65,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Rapid-Fire Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Accurized Rounds,Tactical Mag*,Outlaw*,Opening Shot*,Tier 4 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Deafening Whisper,981718087,"""6917529619865827014""",,Legendary,Grenade Launcher,wrathborn,Energy,Void,1600,,Handling,3,Vault,TRUE,FALSE,4,12,,81,63,0,0,13,100,84,38,72,80,1,90,0,0,0,0,0,0,0,0,0,2,FALSE,0,0,,,Wave Frame*,Volatile Launch,Quick Launch*,High-Velocity Rounds*,Implosion Rounds,Ambitious Assassin*,Wellspring*,Minor Spec*,Tier 3 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Punching Out,378498222,"""6917529618002617472""",,Legendary,Sidearm,strikes,Energy,Solar,1600,,Handling,1,Vault,TRUE,FALSE,4,15,,88,56,35,26,12,0,0,73,450,43,15,53,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,suros,,Rapid-Fire Frame*,Polygonal Rifling*,Smallbore,Appended Mag,Armor-Piercing Rounds*,Quickdraw*,High-Impact Reserves*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Contingency Plan,577528837,"""6917529623317238657""",,Legendary,Scout Rifle,legendaryengram,Energy,Arc,1600,,Range,1,Vault,TRUE,FALSE,4,15,,53,66,45,26,20,0,0,55,260,41,17,35,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,VEIST Rapid-Fire*,Extended Barrel,Fluted Barrel*,Tactical Mag,Flared Magwell*,Outlaw*,Frenzy*,Fright Night*,Major Spec*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Dead Messenger,2812324401,"""6917529645051436657""",,Exotic,Grenade Launcher,throneworld,Energy,Void,1600,,,,Vault,FALSE,FALSE,5,16,,73,78,0,0,13,100,93,27,72,60,1,70,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Trinary Vision*,Quick Launch*,High-Velocity Rounds*,The Fundamentals*,Short-Action Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Trinity Ghoul,814876685,"""6917529205788626084""",,Exotic,Combat Bow,,Energy,Arc,1600,,"Charge Time, Draw Time",10,Vault,TRUE,FALSE,2,4,,77,74,80,0,18,0,0,45,0,60,0,63,0,648,95,0,0,0,0,0,0,24,FALSE,0,5823,,,Split Electron*,High Tension String*,Compact Arrow Shaft*,Lightning Rod*,Spark from Bone*,Kill Tracker*,Crucible Tracker,Trinity Ghoul Catalyst*,,,,,,,,,,
Polaris Lance,3413074534,"""6917529280292516294""",,Exotic,Scout Rifle,,Energy,Solar,1600,,,10,Vault,FALSE,FALSE,1,3,,97,39,67,77,21,0,0,72,150,43,15,24,0,0,0,0,0,0,0,0,0,27,FALSE,0,0,,,The Perfect Fifth*,Smallbore*,Tactical Mag*,Zen Moment*,Fitted Stock*,The Bray Legacy*,Polaris Lance Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,
Fatebringer,2171478765,"""6917529367772459717""",,Legendary,Hand Cannon,vaultofglass,KineticSlot,Kinetic,1600,,Handling,10,Vault,TRUE,FALSE,4,14,,98,89,84,71,14,0,0,47,140,46,11,60,0,0,0,0,0,0,0,0,0,10,FALSE,0,119,,,Adaptive Frame*,Chambered Compensator,Full Bore*,Accurized Rounds*,Tactical Mag,Killing Wind*,Kill Clip*,Plated Lupinus*,Targeting Adjuster*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Canis Major,2066434718,"""6917529482687266255""",,Legendary,Grenade Launcher,lost,Power,Solar,1600,,Handling,1,Vault,TRUE,FALSE,4,15,,69,30,0,0,13,25,72,14,150,22,4,21,0,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Rapid-Fire Frame*,Hard Launch*,Linear Compensator,High-Explosive Ordnance*,High-Velocity Rounds,Killing Wind*,Vorpal Weapon*,Amrita's Dream*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
The Chaperone,3413860062,"""6917529632087053148""",,Exotic,Shotgun,,KineticSlot,Kinetic,1600,,,,Vault,FALSE,FALSE,2,4,,50,70,75,100,12,0,0,30,70,30,6,80,0,0,0,0,0,0,0,0,0,1,FALSE,0,0,tex-mechanica,,Precision Slug*,Hammer-Forged Rifling*,Accurized Rounds*,The Roadborn*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,*,,,,,,,,
Skyburner's Oath,4255268456,"""6917529253247874182""",,Exotic,Scout Rifle,,Energy,Solar,1600,,,10,Vault,FALSE,FALSE,1,1,,100,90,67,80,21,0,0,50,150,30,20,65,0,0,0,0,0,0,0,0,0,45,FALSE,0,0,,,Slug Rifle*,Extended Barrel*,Extended Mag*,For the Empire*,Short-Action Stock*,Skyburner Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Fortissimo-11,2821430069,"""6917529627055509076""",,Legendary,Shotgun,strikes,KineticSlot,Kinetic,1600,,Stability,3,Vault,TRUE,FALSE,5,16,,55,57,70,71,12,0,0,54,65,50,5,51,0,0,0,0,0,0,0,0,0,8,FALSE,0,0,suros,,Pinpoint Slug Frame*,Fluted Barrel,Full Bore*,Extended Mag,Steady Rounds*,Demolitionist*,Vorpal Weapon*,Tier 3 Weapon*,Vanguard's Vindication*,Suros Synergy,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,
Adored,4184808992,"""6917529212374829608""",,Legendary,Sniper Rifle,,Energy,Arc,1600,,Stability,10,Vault,TRUE,FALSE,4,12,,77,68,70,70,45,0,0,56,90,38,4,47,0,0,0,0,0,0,0,0,0,2,FALSE,0,9,,,Adaptive Frame*,Hammer-Forged Rifling*,Accurized Rounds*,Triple Tap,Killing Wind*,Vorpal Weapon*,Snapshot Sights,Calus's Selected*,Boss Spec*,Masterwork*,Rubicund Wrap (Ornament)*,Kill Tracker,Crucible Tracker*,,,,,
One Thousand Voices,2069224589,"""6917529241524130040""",,Exotic,Fusion Rifle,lastwish,Power,Solar,1600,,,,Vault,TRUE,FALSE,2,4,,100,100,100,100,25,0,0,50,0,30,4,0,1000,0,0,0,0,0,0,0,0,6,FALSE,0,0,,,Ahamkara's Eye*,Extended Barrel*,Liquid Coils*,Unforeseen Repercussions*,Fitted Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,*,,,,,,,,
Forensic Nightmare,1526296434,"""6917529644467485366""",,Legendary,Submachine Gun,enclave,KineticSlot,Stasis,1600,,Reload Speed,2,Vault,TRUE,FALSE,5,16,,91,52,25,65,14,0,0,48,600,19,27,21,0,0,0,0,0,0,0,0,0,23,FALSE,0,1279,,,Precision Frame*,Extended Barrel,Hammer-Forged Rifling*,Appended Mag,Ricochet Rounds*,Heating Up*,Headstone*,VEIST Poison*,Tier 2 Weapon*,Psychohack*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Retraced Path,548958835,"""6917529708345380719""",,Legendary,Trace Rifle,30th,Energy,Solar,1600,,Handling,4,Vault,TRUE,FALSE,4,15,,94,100,6,81,16,0,0,82,1000,45,94,50,0,0,0,0,0,0,0,0,0,10,FALSE,0,0,,,Adaptive Frame*,Polygonal Rifling,Smallbore*,Enhanced Battery,Projection Fuse*,Killing Wind*,Frenzy*,Tier 4 Weapon*,Tracker Disabled*,Trials Memento Tracker,Nightfall Memento Tracker,Gambit Memento Tracker,Crucible Memento Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,
Ascendancy,725408022,"""6917529473843027741""",,Legendary,Rocket Launcher,crucible,Power,Solar,1600,,Handling,10,Vault,TRUE,FALSE,4,15,,70,61,0,0,20,30,61,52,15,27,1,66,0,0,0,0,0,0,0,0,0,3,FALSE,0,21,,,Precision Frame*,Quick Launch*,Impact Casing*,Impulse Amplifier*,Ambitious Assassin,Explosive Light*,Chain Reaction,Noble Constant Red*,Masterwork*,Finale Ornament*,Kill Tracker*,Crucible Tracker,,,,,,
Come to Pass,927567426,"""6917529670768786964""",,Legendary,Auto Rifle,wellspring,Energy,Arc,1600,,,,Vault,FALSE,FALSE,5,16,,93,54,33,83,16,0,0,41,360,34,32,21,0,0,0,0,0,0,0,0,0,16,TRUE,1,13,,,High-Impact Frame*,Extended Barrel*,Steady Rounds*,Genesis*,Dragonfly*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Annual Skate,6857689,"""6917529500620644559""",,Legendary,Hand Cannon,legendaryengram,Energy,Solar,1600,,Handling,10,Vault,TRUE,FALSE,4,15,,88,85,84,43,14,0,0,57,140,53,10,60,0,0,0,0,0,0,0,0,0,10,FALSE,0,76,,,Adaptive Frame*,TrueSight HCS*,HitMark HCS,Tactical Mag,Flared Magwell*,Outlaw*,Multikill Clip*,Amrita's Dream*,Targeting Adjuster*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Red Herring,3175851496,"""6917529634272331381""",,Legendary,Rocket Launcher,campaign,Power,Void,1600,,,,Vault,TRUE,FALSE,5,16,,66,62,0,0,20,60,53,57,20,52,1,40,0,0,0,0,0,0,0,0,0,3,TRUE,1,11,,,Adaptive Frame*,Confined Launch*,High-Velocity Rounds*,Ensemble*,Golden Tricorn*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Recurrent Impact,1572896086,"""6917529638540357537""",,Legendary,Machine Gun,psiops,Power,Stasis,1600,,Reload Speed,1,Vault,TRUE,FALSE,5,16,,53,67,25,34,17,0,0,49,900,73,85,50,0,0,0,0,0,0,0,0,0,10,FALSE,0,74,,,Rapid-Fire Frame*,Smallbore*,Tactical Mag*,Perpetual Motion*,Headstone*,Wayfarer's Guise*,Minor Spec*,Tier 1 Weapon*,Land Tank*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,Empty Weapon Level Boost Socket*,,,,
Staccato-46,4019668921,"""6917529769338346005""",,Legendary,Scout Rifle,legendaryengram,Energy,Solar,1600,,Handling,1,Vault,FALSE,FALSE,5,17,,58,63,62,54,20,0,0,34,180,40,18,34,0,0,0,0,0,0,0,0,0,9,FALSE,0,0,suros,,Precision Frame*,Full Bore*,Smallbore,Appended Mag*,Tactical Mag,Shoot to Loot*,Incandescent*,Tier 1 Weapon*,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
The Wardcliff Coil,1508896098,"""6917529034267233914""",,Exotic,Rocket Launcher,,Power,Arc,1600,,,10,Vault,FALSE,FALSE,1,1,,60,80,0,0,15,25,95,55,60,30,1,80,0,0,0,0,0,0,0,0,0,11,FALSE,0,0,,,Mad Scientist*,Volatile Launch*,Extended Mag*,Mechanized Autoloader*,Composite Stock*,Wardcliff Coil Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,,,
Tarnation,2721157927,"""6917529670799470277""",,Legendary,Grenade Launcher,wellspring,Power,Arc,1600,,,,Vault,FALSE,FALSE,5,16,,93,29,0,0,13,20,53,23,150,54,5,31,0,0,0,0,0,0,0,0,0,7,TRUE,1,0,,,Rapid-Fire Frame*,Countermass*,Alloy Casing*,Pulse Monitor*,Wellspring*,*,Psychohack*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,,
Null Composure,1644680957,"""6917529438411832353""",,Legendary,Fusion Rifle,banshee,Energy,Void,1600,,Range,10,Vault,TRUE,FALSE,4,14,,70,38,55,49,16,0,0,40,0,48,8,71,500,0,0,0,0,0,0,0,0,4,FALSE,0,30,,,Rapid-Fire Frame*,Fluted Barrel*,Projection Fuse*,Feeding Frenzy*,Heating Up,Reservoir Burst*,High-Impact Reserves,Carbon Blood*,Counterbalance Stock*,Masterwork*,Smith's Touchmark*,Kill Tracker*,Crucible Tracker,*,,,,
Grand Overture,1763584999,"""6917529623720048328""",,Exotic,Machine Gun,seasonpass,Power,Arc,1600,,,,Vault,TRUE,FALSE,5,16,,59,60,53,100,17,0,0,90,100,60,70,36,0,0,0,0,0,0,0,0,0,11,FALSE,0,0,,,Wrath of the Colossus*,Hammer-Forged Rifling*,Accurized Rounds*,Omega Strike*,Hand-Laid Stock*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,
Tractor Cannon,3580904581,"""6917529206510851423""",,Exotic,Shotgun,,Power,Void,1600,,,10,Vault,TRUE,FALSE,1,1,,70,90,65,20,12,0,0,95,80,15,4,35,0,0,0,0,0,0,0,0,0,8,FALSE,0,0,,,Repulsor Force*,Extended Barrel*,Particle Repeater*,The Scientific Method*,Composite Stock*,Under Construction*,Tractor Cannon Catalyst*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,,
Reckless Endangerment,3216652511,"""6917529728784824084""",,Legendary,Shotgun,crucible,KineticSlot,Kinetic,1600,,Handling,10,Vault,FALSE,FALSE,5,16,,60,50,65,42,12,0,0,50,90,59,6,75,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,,,Lightweight Frame*,Full Choke*,Assault Mag*,Perpetual Motion*,Steady Hands,Swashbuckler*,Snapshot Sights,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,Vanguard's Vindication*,One Quiet Moment,Gun and Run,*,,,
PLUG ONE.1 (Adept),534775659,"""6917529758564123174""",,Legendary,Fusion Rifle,nightfall,Energy,Arc,1600,,Handling,2,Vault,FALSE,FALSE,5,16,,100,66,75,58,17,0,0,49,0,31,6,48,780,0,0,0,0,0,0,0,0,8,FALSE,0,0,,,Precision Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Accelerated Coils*,Liquid Coils,Feeding Frenzy*,Compulsive Reloader,Cornered*,Tier 2 Weapon*,Stunning Recovery*,Vanguard's Vindication,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,
Zealot's Reward,2209003210,"""6917529782095263869""",,Legendary,Fusion Rifle,garden,Energy,Void,1600,,Reload Speed,1,Vault,TRUE,FALSE,3,8,,49,37,60,37,15,0,0,18,0,49,7,51,500,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,Rapid-Fire Frame*,Full Bore*,Smallbore,Enhanced Battery,Liquid Coils*,Under Pressure*,Backup Plan*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,*,,,,,,
Eyasluna,235827225,"""6917529676185091247""",,Legendary,Hand Cannon,30th,KineticSlot,Stasis,1600,,Handling,5,Vault,TRUE,FALSE,4,15,,96,90,84,56,14,0,0,69,140,45,11,69,0,0,0,0,0,0,0,0,0,10,FALSE,0,48,,,Adaptive Frame*,Fastdraw HCS*,TrueSight HCS,Armor-Piercing Rounds,High-Caliber Rounds*,Rapid Hit*,Snapshot Sights*,Shadow Gilt*,Targeting Adjuster*,Tier 5 Weapon*,Kill Tracker,Crucible Tracker*,,,,,,
Parasite,2812324400,"""6917529632349855280""",,Exotic,Grenade Launcher,throneworld,Power,Solar,1600,,,,Vault,TRUE,FALSE,5,16,,77,68,0,0,13,100,0,53,120,44,1,47,0,0,0,0,0,0,0,0,0,11,FALSE,0,103,,,Worm's Hunger*,Volatile Launch*,High-Explosive Ordnance*,Worm Byproduct*,Composite Stock*,Kill Tracker*,Crucible Tracker,Empty Catalyst Socket*,,,,,,,,,,
Falling Guillotine,614426548,"""6917529205810416991""",,Legendary,Sword,seasonpass,Power,Void,1600,,Impact,10,Vault,TRUE,FALSE,3,11,,0,0,66,0,0,0,0,0,0,0,59,0,0,0,0,20,0,100,90,40,0,0,FALSE,0,0,,,Vortex Frame*,Enduring Blade,Honed Edge*,Tempered Edge,Balanced Guard,Enduring Guard*,Relentless Strikes*,Whirlwind Blade*,Calus's Selected*,Boss Spec*,Masterwork*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,
Ancient Gospel,48643186,"""6917529481320127591""",,Legendary,Hand Cannon,garden,Energy,Solar,1600,,Handling,10,Vault,TRUE,FALSE,3,8,,100,79,84,48,14,0,0,70,140,53,12,56,0,0,0,0,0,0,0,0,0,10,FALSE,0,108,,,Adaptive Frame*,Polygonal Rifling,Smallbore*,Tactical Mag*,Alloy Magazine,Eye of the Storm*,Kill Clip*,Rosescale*,Targeting Adjuster*,Masterwork*,Kill Tracker,Crucible Tracker*,,,,,,
Peacebond,829330711,"""6917529799039965605""",,Legendary,Sidearm,ironbanner,KineticSlot,Stasis,1600,,Stability,2,Vault,FALSE,FALSE,5,16,,100,69,75,63,12,0,0,51,491,29,30,60,0,0,0,0,0,0,0,0,0,25,FALSE,0,0,,,Adaptive Frame*,Arrowhead Brake*,Fluted Barrel,Accurized Rounds*,Extended Mag,Subsistence*,Iron Reach*,Radar Tuner*,Tier 2 Weapon*,Skulking Wolf*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Fixed Odds,2194955522,"""6917529788364980113""",,Legendary,Machine Gun,duality,Power,Solar,1600,,Reload Speed,3,Vault,TRUE,FALSE,5,17,,66,33,70,73,16,0,0,33,360,49,44,30,0,0,0,0,0,0,0,0,0,16,FALSE,0,20,,,High-Impact Frame*,Full Bore,Hammer-Forged Rifling*,Extended Mag,Flared Magwell*,Under Pressure*,Killing Tally*,Circadian Chill*,Tier 3 Weapon*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,*,"Unseeing, to Be Shown*",Empty Weapon Level Boost Socket*,,
Iota Draconis,3044460004,"""6917529784083294543""",,Legendary,Fusion Rifle,lost,Energy,Solar,1600,,"Charge Time, Impact",1,Vault,FALSE,FALSE,4,15,,100,59,94,46,15,0,0,24,0,17,6,32,956,0,0,0,0,0,0,0,0,4,FALSE,0,0,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Enhanced Battery*,Projection Fuse,Under Pressure*,High-Impact Reserves*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
Beloved,3107853529,"""6917529769619189697""",,Legendary,Sniper Rifle,dcv,Energy,Solar,1600,,Stability,3,Vault,FALSE,FALSE,5,17,,87,68,70,60,40,0,0,49,90,38,4,37,0,0,0,0,0,0,0,0,0,3,FALSE,0,0,,,Adaptive Frame*,Extended Barrel*,Fluted Barrel,Alloy Magazine*,Light Mag,Snapshot Sights*,Quickdraw*,Tier 3 Weapon*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
The Palindrome,432476743,"""6917529757386201410""",,Legendary,Hand Cannon,nightfall,Energy,Void,1600,,Handling,1,Vault,TRUE,FALSE,5,16,,100,79,84,55,14,0,0,73,140,42,11,66,0,0,0,0,0,0,0,0,0,21,FALSE,0,0,,,Adaptive Frame*,Extended Barrel,Fluted Barrel*,Alloy Magazine,Ricochet Rounds*,Outlaw*,One for All*,Tyrian Abyss*,Counterbalance Stock*,Tier 1 Weapon*,Stunning Recovery,Vanguard's Vindication*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,
Typhon GL5,3568377122,"""6917529770865029657""",,Legendary,Grenade Launcher,legendaryengram,Power,Stasis,1600,,Reload Speed,5,Vault,FALSE,FALSE,5,16,,80,60,0,0,13,40,35,52,120,60,7,52,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,omolon,,Adaptive Frame*,Countermass*,Quick Launch,Mini Frags*,Sticky Grenades,Stats for All*,Explosive Light*,Tier 5 Weapon*,Omolon Fluid Dynamics*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Syncopation-53,2856514843,"""6917529695464392911""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Stasis,1600,,,,Vault,TRUE,FALSE,5,16,,94,66,29,46,19,0,0,69,390,42,42,46,0,0,0,0,0,0,0,0,0,14,TRUE,15,872,suros,,Adaptive Frame*,Polygonal Rifling*,Appended Mag*,Moving Target*,Headstone*,Meditator*,Counterbalance Stock*,*,Suros Synergy*,Kill Tracker*,Crucible Tracker,Shaped Weapon*,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,
Unforgiven,3000847393,"""6917529766430663877""",,Legendary,Submachine Gun,duality,Energy,Void,1600,,Reload Speed,1,Vault,TRUE,FALSE,5,17,,93,33,22,55,14,0,0,23,750,22,28,50,0,0,0,0,0,0,0,0,0,20,FALSE,0,54,,,Aggressive Frame*,Hammer-Forged Rifling,Smallbore*,Extended Mag,Armor-Piercing Rounds*,Fragile Focus*,Dragonfly*,Tier 1 Weapon*,Bitterspite*,Kill Tracker*,Crucible Tracker,,,,,,,
Drang (Baroque),502356570,"""6917529788812171116""",,Legendary,Sidearm,dcv,Energy,Solar,1600,,Stability,4,Vault,TRUE,FALSE,5,17,,80,70,49,50,13,0,0,54,300,10,21,66,0,0,0,0,0,0,0,0,0,33,FALSE,0,11,,,Together Forever*,Full Bore*,Polygonal Rifling,Extended Mag*,Alloy Magazine,Quickdraw*,Incandescent*,Tier 4 Weapon*,To Excess*,Kill Tracker*,Crucible Tracker,Empty Memento Socket*,Empty Deepsight Socket*,Empty Weapon Level Boost Socket*,,,,
Cantata-57,372697604,"""6917529783482501642""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1600,,Range,1,Vault,TRUE,FALSE,5,16,,85,82,84,57,14,0,0,51,140,45,11,52,0,0,0,0,0,0,0,0,0,12,FALSE,0,0,suros,,Adaptive Frame*,Extended Barrel,Hammer-Forged Rifling*,Extended Mag,Alloy Magazine*,Rapid Hit*,Opening Shot*,Queen's Colors*,Tier 1 Weapon*,Suros Synergy*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,
Dead Man's Tale,3654674561,"""6917529310385227089""",,Exotic,Scout Rifle,,KineticSlot,Kinetic,1600,,,10,Vault,TRUE,FALSE,4,13,,89,60,67,65,18,0,0,45,120,50,14,65,0,0,0,0,0,0,0,0,0,17,FALSE,0,43,tex-mechanica,,Cranial Spike*,Fluted Barrel*,High-Caliber Rounds*,Killing Wind*,Hand-Laid Stock*,Remembrance*,Kill Tracker,Crucible Tracker*,Dead Man's Tale Catalyst*,,,,,,,,,
Strident Whistle,2591241074,"""6917529779538753348""",,Legendary,Combat Bow,strikes,Energy,Solar,1600,,Handling,1,Vault,TRUE,FALSE,5,17,,76,64,76,0,18,0,0,41,0,40,0,66,0,684,89,0,0,0,0,0,0,5,FALSE,0,0,,,Precision Frame*,Agile Bowstring*,Polymer String,Fiberglass Arrow Shaft*,Straight Fletching,Quickdraw*,Opening Shot*,Tier 1 Weapon*,Vanguard's Vindication*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,
Whispering Slab,211938782,"""6917529784078030376""",,Legendary,Combat Bow,contact,KineticSlot,Kinetic,1600,,Accuracy,1,Vault,TRUE,FALSE,3,11,,55,75,68,0,18,0,0,58,0,70,0,90,0,580,23,0,0,0,0,0,0,10,FALSE,0,0,,,Lightweight Frame*,Agile Bowstring*,Natural String,Compact Arrow Shaft*,Natural Fletching,Firmly Planted*,Opening Shot*,Tier 1 Weapon*,Tracker Disabled*,Kill Tracker,Crucible Tracker,,,,,,,
